client_id,contact,contact_duration,number_contacts,pdays,previous_campaign_contacts,previous_outcome,campaign_outcome,campaign_id,last_contact_date
1497,cellular,93,2,807,849,1.0,yes,1,2022-03-22
1498,telephone,633,8,722,268,,yes,1,2022-05-27
1499,cellular,616,8,270,916,0.0,yes,1,2022-05-16
1500,telephone,37,8,166,909,,no,1,2022-09-12
1501,telephone,557,2,488,471,0.0,no,1,2022-09-29
1502,telephone,516,2,619,126,0.0,no,1,2022-03-09
1503,telephone,737,4,710,577,1.0,yes,1,2022-09-01
1504,telephone,802,8,287,304,1.0,yes,1,2022-09-18
1505,cellular,188,7,264,608,1.0,no,1,2022-03-13
1506,cellular,670,4,959,496,0.0,yes,1,2022-05-19
1507,cellular,885,9,622,319,0.0,yes,1,2022-03-02
1508,cellular,43,3,359,865,,yes,1,2022-03-14
1509,cellular,43,2,326,318,0.0,no,1,2022-03-22
1510,cellular,351,8,401,458,,yes,1,2022-03-25
1511,telephone,731,3,247,893,1.0,yes,1,2022-09-06
1512,cellular,731,4,576,229,0.0,no,1,2022-05-23
1513,telephone,861,4,782,685,,no,1,2022-05-04
1514,cellular,191,5,18,364,0.0,yes,1,2022-03-08
1515,cellular,393,7,267,849,0.0,yes,1,2022-05-13
1516,cellular,232,6,870,693,,yes,1,2022-05-12
1517,cellular,562,9,559,990,,yes,1,2022-05-10
1518,telephone,192,7,327,109,0.0,no,1,2022-05-09
1519,cellular,708,6,315,971,,yes,1,2022-03-16
1520,cellular,214,1,180,673,0.0,no,1,2022-09-27
1521,telephone,195,4,317,607,0.0,no,1,2022-09-09
1522,telephone,517,9,468,46,0.0,no,1,2022-09-07
1523,cellular,658,2,111,58,,yes,1,2022-09-29
1524,telephone,479,8,995,450,1.0,no,1,2022-03-13
1525,telephone,84,9,814,14,1.0,yes,1,2022-03-26
1526,telephone,982,2,373,217,0.0,yes,1,2022-09-25
1527,telephone,937,7,556,69,1.0,no,1,2022-03-05
1528,cellular,278,7,550,326,1.0,no,1,2022-03-16
1529,telephone,145,7,246,906,0.0,no,1,2022-03-25
1530,cellular,2,5,686,374,,yes,1,2022-09-05
1531,telephone,7,2,833,403,,yes,1,2022-09-23
1532,telephone,261,2,139,409,1.0,yes,1,2022-05-09
1533,cellular,15,3,739,490,1.0,yes,1,2022-05-04
1534,telephone,277,1,777,269,,no,1,2022-09-07
1535,telephone,570,4,815,764,,yes,1,2022-03-28
1536,telephone,255,9,66,994,1.0,yes,1,2022-03-11
1537,telephone,363,2,552,648,,yes,1,2022-09-23
1538,cellular,454,2,203,773,1.0,no,1,2022-05-05
1539,telephone,999,7,349,403,,yes,1,2022-03-21
1540,telephone,110,5,427,325,,yes,1,2022-09-09
1541,cellular,722,2,386,720,1.0,no,1,2022-09-24
1542,telephone,225,1,136,631,0.0,yes,1,2022-03-22
1543,cellular,282,9,769,727,,no,1,2022-03-26
1544,cellular,657,7,28,366,,no,1,2022-03-15
1545,telephone,799,7,301,512,,yes,1,2022-09-19
1546,telephone,657,8,920,895,0.0,yes,1,2022-03-15
1547,cellular,731,4,531,365,0.0,no,1,2022-03-19
1548,telephone,747,9,359,363,1.0,no,1,2022-03-11
1549,cellular,673,9,416,301,1.0,yes,1,2022-09-07
1550,telephone,451,1,974,178,1.0,no,1,2022-09-24
1551,cellular,793,1,896,296,0.0,yes,1,2022-05-29
1552,telephone,600,6,910,730,,no,1,2022-03-25
1553,telephone,376,9,5,291,1.0,yes,1,2022-05-11
1554,cellular,947,8,508,326,,no,1,2022-05-26
1555,cellular,278,9,123,857,,no,1,2022-03-18
1556,telephone,280,5,328,597,,yes,1,2022-03-23
1557,cellular,46,2,792,358,0.0,no,1,2022-05-18
1558,cellular,500,8,644,743,,yes,1,2022-03-25
1559,cellular,878,6,488,230,0.0,no,1,2022-05-16
1560,cellular,172,9,492,496,1.0,no,1,2022-03-14
1561,telephone,564,5,762,943,0.0,yes,1,2022-09-19
1562,telephone,773,5,358,901,0.0,no,1,2022-05-15
1563,telephone,877,8,17,92,0.0,no,1,2022-05-26
1564,telephone,122,2,705,242,,no,1,2022-05-23
1565,cellular,444,2,795,131,0.0,no,1,2022-03-08
1566,telephone,850,4,641,182,0.0,no,1,2022-09-23
1567,telephone,843,4,986,321,,yes,1,2022-09-16
1568,cellular,739,8,347,41,1.0,no,1,2022-03-06
1569,cellular,789,7,76,772,,yes,1,2022-09-10
1570,cellular,363,1,630,264,,yes,1,2022-09-11
1571,cellular,940,8,85,334,0.0,no,1,2022-05-23
1572,telephone,10,2,305,741,,yes,1,2022-09-23
1573,cellular,908,5,161,681,,no,1,2022-09-28
1574,telephone,209,6,345,922,,yes,1,2022-03-06
1575,cellular,496,9,961,491,0.0,yes,1,2022-05-22
1576,telephone,322,3,600,675,1.0,no,1,2022-05-04
1577,telephone,184,8,211,433,1.0,no,1,2022-05-08
1578,cellular,379,2,916,850,,no,1,2022-05-02
1579,telephone,634,2,608,785,1.0,yes,1,2022-03-20
1580,cellular,784,8,989,344,1.0,no,1,2022-03-26
1581,cellular,508,2,291,50,1.0,yes,1,2022-05-24
1582,telephone,952,5,819,7,0.0,no,1,2022-05-24
1583,telephone,311,7,993,281,0.0,no,1,2022-03-21
1584,cellular,912,3,523,593,0.0,no,1,2022-09-24
1585,cellular,494,7,736,300,,no,1,2022-05-13
1586,cellular,233,6,854,467,1.0,no,1,2022-05-01
1587,telephone,462,4,475,276,1.0,yes,1,2022-03-11
1588,cellular,812,3,606,262,0.0,no,1,2022-03-03
1589,telephone,180,4,507,184,1.0,yes,1,2022-05-27
1590,telephone,203,3,406,2,,yes,1,2022-03-13
1591,cellular,78,2,68,16,0.0,yes,1,2022-05-09
1592,telephone,117,8,404,163,0.0,yes,1,2022-05-04
1593,telephone,101,1,52,873,,no,1,2022-09-05
1594,telephone,229,1,519,33,0.0,yes,1,2022-03-26
1595,cellular,770,1,541,548,,no,1,2022-03-15
1596,cellular,883,6,674,498,0.0,yes,1,2022-05-30
1597,cellular,571,8,137,478,,no,1,2022-09-28
1598,telephone,873,4,785,841,1.0,no,1,2022-03-26
1599,telephone,900,6,456,242,0.0,no,1,2022-05-12
1600,cellular,854,6,891,335,0.0,no,1,2022-09-14
1601,cellular,639,8,857,467,0.0,no,1,2022-03-08
1602,telephone,20,9,475,941,1.0,yes,1,2022-09-01
1603,cellular,922,5,328,774,1.0,yes,1,2022-03-05
1604,cellular,11,8,512,540,,no,1,2022-09-23
1605,telephone,124,2,55,133,1.0,no,1,2022-05-18
1606,cellular,25,9,664,378,,no,1,2022-03-06
1607,telephone,413,1,123,200,1.0,no,1,2022-03-12
1608,cellular,673,4,184,431,,no,1,2022-05-16
1609,telephone,948,9,908,514,1.0,no,1,2022-09-29
1610,cellular,925,4,279,917,,yes,1,2022-09-19
1611,telephone,869,4,250,61,0.0,no,1,2022-09-22
1612,telephone,976,8,534,223,0.0,no,1,2022-05-26
1613,telephone,451,9,505,774,1.0,yes,1,2022-09-22
1614,telephone,720,8,279,562,0.0,yes,1,2022-09-07
1615,telephone,821,4,609,342,,no,1,2022-05-19
1616,cellular,96,4,606,315,,no,1,2022-09-17
1617,telephone,18,8,274,229,,no,1,2022-09-08
1618,telephone,534,8,25,143,,yes,1,2022-03-11
1619,telephone,969,8,753,409,,no,1,2022-03-09
1620,telephone,461,3,982,933,0.0,no,1,2022-09-11
1621,cellular,991,1,282,105,,yes,1,2022-03-29
1622,cellular,907,2,654,623,1.0,yes,1,2022-05-27
1623,telephone,451,1,483,860,1.0,no,1,2022-03-03
1624,telephone,528,5,181,392,,yes,1,2022-09-29
1625,telephone,13,2,147,465,,no,1,2022-03-06
1626,cellular,191,5,581,360,1.0,no,1,2022-09-04
1627,telephone,709,4,946,825,1.0,yes,1,2022-03-03
1628,telephone,399,4,469,112,1.0,yes,1,2022-05-12
1629,cellular,207,6,280,151,0.0,no,1,2022-03-24
1630,telephone,172,7,22,166,0.0,no,1,2022-05-20
1631,telephone,413,6,279,706,0.0,yes,1,2022-05-19
1632,telephone,837,6,647,570,0.0,yes,1,2022-03-17
1633,telephone,631,1,86,333,0.0,no,1,2022-05-03
1634,cellular,678,8,429,224,0.0,no,1,2022-03-23
1635,cellular,652,3,44,837,,yes,1,2022-09-12
1636,telephone,728,4,657,896,0.0,yes,1,2022-09-16
1637,telephone,493,5,567,9,,yes,1,2022-05-09
1638,telephone,429,6,964,237,,yes,1,2022-05-27
1639,cellular,514,2,682,209,0.0,yes,1,2022-05-29
1640,cellular,9,5,733,203,,yes,1,2022-05-19
1641,cellular,399,1,422,938,,no,1,2022-03-04
1642,telephone,18,7,344,461,,yes,1,2022-03-28
1643,telephone,743,2,58,393,0.0,no,1,2022-05-10
1644,cellular,806,2,338,22,,no,1,2022-05-19
1645,telephone,62,5,982,197,1.0,no,1,2022-03-06
1646,telephone,417,2,796,106,0.0,no,1,2022-05-08
1647,cellular,35,9,290,418,0.0,no,1,2022-05-25
1648,telephone,780,5,894,152,0.0,no,1,2022-03-09
1649,cellular,486,2,651,981,0.0,no,1,2022-03-24
1650,cellular,564,8,360,700,0.0,no,1,2022-03-16
1651,cellular,627,9,351,834,,yes,1,2022-09-28
1652,telephone,841,9,450,3,0.0,no,1,2022-09-09
1653,cellular,823,3,884,602,,no,1,2022-05-14
1654,cellular,415,6,528,506,1.0,no,1,2022-05-09
1655,telephone,777,5,754,825,1.0,no,1,2022-09-14
1656,cellular,820,8,961,477,1.0,no,1,2022-09-15
1657,telephone,108,6,628,977,1.0,no,1,2022-09-09
1658,telephone,854,7,25,318,,yes,1,2022-09-29
1659,cellular,429,2,219,341,,yes,1,2022-05-24
1660,cellular,616,1,252,560,1.0,no,1,2022-09-19
1661,telephone,491,6,247,380,0.0,no,1,2022-05-22
1662,telephone,109,8,30,778,,no,1,2022-09-16
1663,cellular,409,5,840,488,1.0,yes,1,2022-05-03
1664,telephone,260,4,989,41,0.0,no,1,2022-09-19
1665,telephone,315,3,891,322,,no,1,2022-09-14
1666,cellular,533,2,930,380,,yes,1,2022-09-07
1667,telephone,846,1,48,940,0.0,yes,1,2022-05-29
1668,telephone,518,4,833,964,1.0,no,1,2022-09-26
1669,cellular,121,7,472,167,1.0,no,1,2022-05-09
1670,cellular,55,3,398,542,0.0,no,1,2022-09-26
1671,cellular,376,9,850,849,,yes,1,2022-03-16
1672,telephone,451,5,828,102,0.0,no,1,2022-03-24
1673,cellular,242,1,232,175,0.0,no,1,2022-05-27
1674,cellular,694,9,400,294,,yes,1,2022-09-18
1675,telephone,789,5,879,876,,yes,1,2022-03-17
1676,telephone,836,2,630,835,1.0,yes,1,2022-03-28
1677,cellular,534,9,835,471,,yes,1,2022-05-03
1678,telephone,630,2,717,429,,no,1,2022-03-22
1679,cellular,197,4,434,916,0.0,yes,1,2022-09-23
1680,telephone,147,8,331,299,,yes,1,2022-03-19
1681,telephone,790,5,9,475,,no,1,2022-05-12
1682,cellular,20,6,913,403,1.0,no,1,2022-09-23
1683,cellular,238,3,379,18,1.0,yes,1,2022-05-20
1684,telephone,22,7,387,242,,no,1,2022-03-04
1685,telephone,445,4,683,635,,yes,1,2022-05-20
1686,cellular,444,1,78,917,,no,1,2022-03-12
1687,cellular,258,4,642,678,0.0,yes,1,2022-03-27
1688,telephone,832,2,244,777,0.0,yes,1,2022-05-13
1689,telephone,700,5,781,272,,no,1,2022-03-29
1690,cellular,439,4,158,460,1.0,yes,1,2022-09-04
1691,telephone,812,7,216,508,,no,1,2022-05-17
1692,telephone,900,4,767,779,1.0,yes,1,2022-05-06
1693,telephone,253,5,206,369,0.0,yes,1,2022-05-17
1694,cellular,225,2,205,483,0.0,no,1,2022-09-20
1695,cellular,287,5,120,788,,no,1,2022-03-28
1696,cellular,35,2,59,835,0.0,no,1,2022-05-22
1697,telephone,663,3,889,930,,yes,1,2022-05-08
1698,cellular,229,9,811,840,0.0,yes,1,2022-09-04
1699,telephone,403,7,485,885,,yes,1,2022-09-25
1700,cellular,827,1,719,22,,no,1,2022-05-16
1701,cellular,696,7,914,300,0.0,yes,1,2022-03-09
1702,cellular,367,2,27,448,1.0,yes,1,2022-05-12
1703,cellular,732,1,986,275,,yes,1,2022-09-11
1704,telephone,722,8,130,25,,no,1,2022-03-28
1705,cellular,267,3,668,222,0.0,no,1,2022-05-30
1706,cellular,142,3,170,619,0.0,yes,1,2022-09-21
1707,cellular,58,5,678,975,0.0,yes,1,2022-05-17
1708,cellular,289,5,275,286,0.0,yes,1,2022-09-15
1709,telephone,315,7,919,836,0.0,no,1,2022-09-18
1710,cellular,20,7,973,827,,no,1,2022-05-20
1711,telephone,342,3,512,224,0.0,yes,1,2022-05-19
1712,telephone,569,5,545,743,1.0,yes,1,2022-03-27
1713,cellular,787,9,322,900,,no,1,2022-03-08
1714,cellular,470,6,847,876,,no,1,2022-05-17
1715,cellular,905,4,318,566,,no,1,2022-09-10
1716,cellular,202,2,793,810,1.0,no,1,2022-03-22
1717,cellular,240,7,242,426,,yes,1,2022-03-21
1718,cellular,161,1,975,397,0.0,no,1,2022-05-21
1719,telephone,580,2,23,844,1.0,no,1,2022-09-24
1720,telephone,601,8,824,33,1.0,yes,1,2022-09-28
1721,cellular,734,8,584,851,0.0,yes,1,2022-05-13
1722,telephone,816,1,103,638,,no,1,2022-05-24
1723,telephone,526,5,615,168,0.0,no,1,2022-09-05
1724,telephone,640,3,43,532,0.0,no,1,2022-05-15
1725,cellular,852,1,673,646,0.0,yes,1,2022-05-29
1726,telephone,52,7,657,510,1.0,yes,1,2022-05-07
1727,telephone,131,4,417,832,0.0,yes,1,2022-09-23
1728,cellular,660,2,771,942,0.0,no,1,2022-05-07
1729,cellular,644,3,997,750,0.0,yes,1,2022-09-19
1730,telephone,828,1,758,810,1.0,yes,1,2022-03-13
1731,cellular,334,4,481,886,0.0,no,1,2022-09-13
1732,telephone,332,5,182,200,,no,1,2022-03-28
1733,cellular,146,4,559,574,1.0,yes,1,2022-09-20
1734,cellular,352,9,416,145,1.0,no,1,2022-03-12
1735,telephone,470,3,387,118,,no,1,2022-05-08
1736,telephone,665,6,545,207,1.0,no,1,2022-03-15
1737,telephone,812,6,911,730,,no,1,2022-03-24
1738,telephone,412,2,143,757,,no,1,2022-09-23
1739,cellular,731,8,981,548,1.0,yes,1,2022-03-22
1740,cellular,701,5,97,304,,no,1,2022-03-06
1741,telephone,623,5,622,708,1.0,no,1,2022-05-27
1742,telephone,839,2,806,274,,no,1,2022-09-24
1743,telephone,588,8,761,977,1.0,yes,1,2022-03-09
1744,cellular,754,8,250,548,1.0,yes,1,2022-09-13
1745,telephone,988,3,243,994,,no,1,2022-03-13
1746,telephone,662,3,561,156,,yes,1,2022-03-15
1747,cellular,752,9,998,503,1.0,yes,1,2022-05-22
1748,cellular,172,4,493,264,,no,1,2022-05-04
1749,cellular,361,6,682,859,1.0,yes,1,2022-03-20
1750,cellular,655,1,432,360,1.0,yes,1,2022-09-06
1751,cellular,840,2,39,722,1.0,yes,1,2022-03-23
1752,telephone,88,8,360,901,0.0,no,1,2022-09-24
1753,telephone,724,1,984,548,,no,1,2022-09-22
1754,cellular,494,6,221,531,0.0,no,1,2022-05-22
1755,cellular,14,2,524,873,,no,1,2022-09-09
1756,telephone,889,4,269,906,0.0,no,1,2022-03-04
1757,cellular,145,4,467,465,,yes,1,2022-09-26
1758,cellular,878,1,418,900,0.0,no,1,2022-03-26
1759,telephone,693,5,31,84,0.0,yes,1,2022-09-25
1760,telephone,366,3,38,885,0.0,yes,1,2022-09-01
1761,telephone,357,9,6,897,,no,1,2022-09-01
1762,cellular,386,6,12,347,1.0,no,1,2022-03-11
1763,cellular,397,5,859,654,0.0,no,1,2022-03-27
1764,cellular,436,8,952,538,1.0,yes,1,2022-09-17
1765,telephone,646,8,795,97,1.0,yes,1,2022-03-23
1766,cellular,341,2,997,368,1.0,no,1,2022-05-08
1767,telephone,171,4,102,77,1.0,yes,1,2022-03-24
1768,telephone,608,8,438,301,0.0,no,1,2022-09-16
1769,telephone,966,3,87,320,,yes,1,2022-05-27
1770,telephone,879,6,309,733,0.0,yes,1,2022-05-13
1771,telephone,240,2,685,60,1.0,no,1,2022-05-22
1772,cellular,462,1,864,690,0.0,no,1,2022-03-25
1773,telephone,565,5,324,770,,yes,1,2022-03-27
1774,cellular,598,3,217,881,0.0,no,1,2022-05-23
1775,cellular,646,6,330,988,,yes,1,2022-09-02
1776,cellular,549,2,10,309,0.0,yes,1,2022-05-25
1777,telephone,384,1,228,444,1.0,no,1,2022-03-05
1778,cellular,838,6,997,275,0.0,yes,1,2022-03-08
1779,telephone,304,7,446,205,0.0,no,1,2022-05-08
1780,telephone,227,3,564,107,,no,1,2022-05-24
1781,telephone,966,4,819,954,,yes,1,2022-03-09
1782,cellular,951,4,669,919,,no,1,2022-09-05
1783,telephone,395,1,632,50,,no,1,2022-09-24
1784,telephone,618,7,414,596,0.0,no,1,2022-05-09
1785,cellular,648,3,866,940,0.0,yes,1,2022-03-15
1786,cellular,664,5,993,288,0.0,no,1,2022-03-01
1787,telephone,723,1,805,262,,yes,1,2022-09-29
1788,cellular,957,2,628,135,1.0,yes,1,2022-09-13
1789,cellular,77,7,714,693,0.0,yes,1,2022-05-19
1790,cellular,870,7,162,982,0.0,no,1,2022-05-27
1791,telephone,775,3,393,87,0.0,yes,1,2022-05-22
1792,telephone,413,8,959,146,,yes,1,2022-03-08
1793,telephone,171,5,746,131,,no,1,2022-09-07
1794,telephone,917,4,302,436,0.0,yes,1,2022-09-04
1795,telephone,696,7,692,623,1.0,yes,1,2022-05-16
1796,telephone,579,5,898,629,,no,1,2022-05-30
1797,telephone,941,2,599,559,1.0,no,1,2022-05-30
1798,telephone,203,4,103,907,0.0,yes,1,2022-09-15
1799,telephone,940,7,682,527,0.0,yes,1,2022-03-03
1800,cellular,650,6,201,961,0.0,yes,1,2022-03-26
1801,telephone,723,5,914,991,,no,1,2022-05-07
1802,cellular,916,5,530,828,,yes,1,2022-05-07
1803,cellular,72,1,540,720,,yes,1,2022-09-25
1804,telephone,560,3,132,494,1.0,no,1,2022-09-07
1805,telephone,604,5,67,142,0.0,no,1,2022-03-24
1806,cellular,492,9,802,424,0.0,no,1,2022-03-24
1807,cellular,536,2,671,167,,no,1,2022-03-23
1808,telephone,380,1,706,86,1.0,yes,1,2022-03-17
1809,cellular,34,2,433,379,,no,1,2022-05-30
1810,telephone,189,4,822,346,,yes,1,2022-03-05
1811,cellular,75,2,362,676,1.0,no,1,2022-03-30
1812,cellular,610,4,300,773,,yes,1,2022-05-14
1813,cellular,42,3,248,923,1.0,no,1,2022-05-29
1814,cellular,802,6,445,875,0.0,no,1,2022-03-19
1815,cellular,860,4,220,846,0.0,yes,1,2022-05-14
1816,telephone,817,9,754,836,1.0,no,1,2022-05-13
1817,telephone,703,8,283,120,0.0,yes,1,2022-03-12
1818,cellular,924,7,614,824,,no,1,2022-09-29
1819,cellular,749,6,500,512,1.0,no,1,2022-03-15
1820,telephone,580,4,376,414,1.0,no,1,2022-05-16
1821,telephone,419,3,765,858,1.0,yes,1,2022-09-10
1822,telephone,0,3,222,731,0.0,no,1,2022-03-17
1823,cellular,212,6,397,340,,no,1,2022-09-17
1824,telephone,116,2,144,56,1.0,yes,1,2022-05-14
1825,cellular,845,2,273,90,0.0,no,1,2022-09-24
1826,cellular,397,8,55,710,,yes,1,2022-09-03
1827,telephone,539,7,269,648,1.0,yes,1,2022-03-16
1828,cellular,811,9,71,54,,yes,1,2022-03-19
1829,cellular,490,5,950,473,,no,1,2022-05-11
1830,telephone,952,9,961,480,0.0,no,1,2022-03-23
1831,cellular,702,8,892,314,1.0,no,1,2022-03-08
1832,cellular,85,5,692,708,,no,1,2022-05-07
1833,cellular,147,7,330,852,0.0,no,1,2022-05-29
1834,cellular,453,5,474,747,,no,1,2022-09-25
1835,cellular,201,8,685,878,0.0,no,1,2022-05-08
1836,cellular,584,3,140,403,,yes,1,2022-03-01
1837,telephone,912,8,113,450,1.0,no,1,2022-05-16
1838,telephone,931,3,400,101,1.0,yes,1,2022-09-06
1839,cellular,889,1,767,937,1.0,yes,1,2022-03-13
1840,cellular,594,7,636,523,1.0,yes,1,2022-05-27
1841,cellular,292,6,689,208,,yes,1,2022-05-27
1842,cellular,21,5,436,520,0.0,no,1,2022-03-06
1843,telephone,129,4,648,262,1.0,yes,1,2022-09-22
1844,cellular,496,9,369,790,0.0,yes,1,2022-05-18
1845,cellular,462,3,860,396,0.0,no,1,2022-05-16
1846,cellular,305,7,561,312,1.0,yes,1,2022-03-17
1847,cellular,502,3,42,869,1.0,no,1,2022-03-17
1848,telephone,972,6,217,895,1.0,yes,1,2022-09-15
1849,telephone,892,5,919,75,0.0,yes,1,2022-03-27
1850,cellular,905,8,141,301,,no,1,2022-05-30
1851,cellular,519,9,464,643,,no,1,2022-09-16
1852,cellular,389,9,694,325,1.0,yes,1,2022-09-07
1853,telephone,722,4,626,699,0.0,yes,1,2022-03-28
1854,cellular,151,5,116,849,1.0,no,1,2022-09-20
1855,cellular,633,7,177,702,,no,1,2022-09-08
1856,telephone,403,4,96,625,,yes,1,2022-03-13
1857,telephone,532,7,62,808,1.0,yes,1,2022-09-24
1858,telephone,281,4,332,201,,yes,1,2022-05-06
1859,telephone,894,5,182,954,,yes,1,2022-05-01
1860,telephone,275,9,174,730,,yes,1,2022-09-17
1861,telephone,330,3,622,14,,yes,1,2022-05-06
1862,telephone,190,3,674,126,1.0,no,1,2022-09-08
1863,cellular,17,2,670,302,1.0,yes,1,2022-05-23
1864,telephone,652,6,36,59,1.0,no,1,2022-03-15
1865,cellular,234,6,394,259,1.0,no,1,2022-09-08
1866,cellular,90,9,619,539,,yes,1,2022-03-19
1867,cellular,509,7,331,933,0.0,yes,1,2022-05-25
1868,telephone,140,7,988,163,0.0,no,1,2022-05-24
1869,cellular,661,4,400,601,1.0,no,1,2022-09-22
1870,telephone,421,3,346,317,,no,1,2022-09-22
1871,cellular,989,7,200,637,1.0,no,1,2022-05-08
1872,telephone,515,4,230,424,1.0,yes,1,2022-03-01
1873,cellular,75,3,587,420,,no,1,2022-05-21
1874,telephone,964,4,572,832,1.0,yes,1,2022-09-21
1875,cellular,430,5,628,329,1.0,no,1,2022-09-27
1876,cellular,588,9,53,676,,yes,1,2022-03-14
1877,cellular,7,8,739,413,0.0,no,1,2022-03-30
1878,cellular,547,6,207,656,0.0,yes,1,2022-05-12
1879,telephone,869,1,577,928,0.0,yes,1,2022-05-07
1880,cellular,320,3,846,439,1.0,no,1,2022-09-13
1881,telephone,219,1,305,437,,yes,1,2022-09-20
1882,telephone,459,7,736,581,,yes,1,2022-03-07
1883,cellular,519,5,987,750,,yes,1,2022-03-21
1884,telephone,908,3,442,705,,yes,1,2022-05-27
1885,cellular,555,5,255,165,0.0,no,1,2022-05-25
1886,cellular,687,8,878,181,,no,1,2022-05-11
1887,cellular,842,6,850,867,1.0,yes,1,2022-05-14
1888,cellular,256,4,510,205,1.0,yes,1,2022-05-24
1889,cellular,470,1,882,136,1.0,no,1,2022-03-14
1890,cellular,205,3,188,529,0.0,no,1,2022-03-21
1891,cellular,8,3,281,105,,yes,1,2022-03-10
1892,telephone,848,5,624,476,1.0,yes,1,2022-03-03
1893,cellular,642,5,838,266,1.0,yes,1,2022-03-21
1894,telephone,232,1,35,25,,no,1,2022-03-09
1895,cellular,96,8,206,9,1.0,no,1,2022-03-08
1896,cellular,654,8,43,605,1.0,no,1,2022-03-21
1897,telephone,572,9,914,426,,yes,1,2022-03-07
1898,telephone,185,6,208,30,1.0,yes,1,2022-03-07
1899,telephone,284,9,200,733,1.0,no,1,2022-05-23
1900,cellular,118,5,508,278,,no,1,2022-05-12
1901,cellular,967,5,863,557,0.0,no,1,2022-05-25
1902,telephone,909,2,255,387,,yes,1,2022-03-10
1903,cellular,751,9,889,362,1.0,no,1,2022-09-15
1904,telephone,238,1,70,33,1.0,yes,1,2022-03-06
1905,telephone,314,6,715,663,0.0,no,1,2022-05-17
1906,telephone,341,4,590,645,,no,1,2022-05-16
1907,cellular,436,9,341,406,1.0,no,1,2022-03-17
1908,telephone,629,7,68,553,1.0,no,1,2022-09-20
1909,cellular,675,9,82,711,,no,1,2022-03-25
1910,cellular,392,9,3,857,0.0,yes,1,2022-09-17
1911,cellular,235,7,716,494,0.0,yes,1,2022-09-09
1912,telephone,922,4,91,781,1.0,no,1,2022-09-30
1913,telephone,233,5,292,444,0.0,yes,1,2022-09-11
1914,telephone,288,9,352,914,0.0,no,1,2022-05-27
1915,telephone,931,4,425,305,1.0,yes,1,2022-03-10
1916,cellular,762,1,847,753,1.0,no,1,2022-09-07
1917,telephone,487,9,319,783,0.0,no,1,2022-09-06
1918,telephone,214,9,427,516,,no,1,2022-05-08
1919,telephone,407,9,380,617,,yes,1,2022-09-07
1920,cellular,256,4,93,21,,no,1,2022-09-29
1921,telephone,902,3,916,566,1.0,no,1,2022-03-17
1922,cellular,416,6,113,801,0.0,no,1,2022-03-07
1923,telephone,779,2,759,348,0.0,no,1,2022-09-09
1924,telephone,495,2,41,353,1.0,no,1,2022-03-16
1925,cellular,741,2,233,212,,no,1,2022-03-04
1926,cellular,996,3,421,413,1.0,no,1,2022-09-28
1927,telephone,118,6,101,882,1.0,no,1,2022-03-08
1928,telephone,296,4,271,140,,yes,1,2022-09-01
1929,telephone,931,5,954,630,1.0,yes,1,2022-09-19
1930,cellular,178,2,340,837,1.0,no,1,2022-05-13
1931,cellular,313,9,360,239,0.0,no,1,2022-05-22
1932,telephone,142,2,379,271,0.0,no,1,2022-03-02
1933,telephone,595,8,513,670,0.0,yes,1,2022-09-05
1934,cellular,303,8,675,488,,yes,1,2022-09-12
1935,cellular,383,8,97,881,1.0,yes,1,2022-05-27
1936,telephone,145,3,741,490,,no,1,2022-05-23
1937,telephone,574,6,399,750,0.0,no,1,2022-05-05
1938,cellular,483,7,301,954,,no,1,2022-03-06
1939,telephone,460,8,380,310,0.0,no,1,2022-09-21
1940,telephone,397,2,206,952,,no,1,2022-09-27
1941,telephone,361,6,692,86,0.0,yes,1,2022-03-13
1942,cellular,114,8,503,171,,no,1,2022-05-30
1943,cellular,236,7,417,180,1.0,yes,1,2022-05-09
1944,cellular,817,9,752,857,0.0,yes,1,2022-03-21
1945,telephone,687,6,207,459,,yes,1,2022-05-18
1946,cellular,875,6,154,72,0.0,no,1,2022-03-28
1947,telephone,569,1,123,344,0.0,yes,1,2022-03-02
1948,cellular,172,6,138,396,,no,1,2022-05-07
1949,telephone,813,9,510,612,0.0,yes,1,2022-09-24
1950,cellular,718,6,581,603,,no,1,2022-05-24
